scenario_id_fr,text,group
12_175_4,Throw it away and purchase new ones at the destination,2
12_176_4,make it well known that he has a knife,1
12_177_4,To hide the knife in his clothes.,11
12_178_4,try to rebook ticket get luggage take it home,6
12_179_4,throw away the knife,2
12_180_4,See if he can send it home.,3
12_181_4,Try to sneak it on,5
12_182_4,Carl can call a friend to pick up the knife and go on his flight.,7
12_183_4,give it to someone else ,17
12_184_4,Ditch the knife in someone elses bag.,17
12_185_4,try to sneak through without anyone finding his knife,5
12_186_4,Throw the knife out.,2
12_187_4,Ask security how to get it back,1
12_188_4,Go and leave the knife in his car.,9
12_190_4,Carl could leave the line and go remove the knife from his bag,2
12_191_4,"Try to explain his credentials to an airline official, in an attempt to be allowed to carry the knife",1
12_192_4,Hide the knife in his underwear,11
12_193_4,take knife out and throw in garbage,2
12_194_4,He could not do anything and hope he doesn't alert security,5
12_195_4,throw the knife in the trash,2
12_196_4,hide it,11
12_197_4,Carl could call someone to pick up the knife,7
12_198_4,Bring it to the attention of airport security,1
12_199_4,Call someone to pickup the knife.,7
12_200_4,He could try to talk to security.,1
12_201_4,Delay his flight and get rid of the knife.,6
12_202_4,try to go through security with the knife,5
12_203_4,throw the knife away,2
12_204_4,Remove it and put it in the nearest trash can,2
12_205_4,Walk out of security and secure the knife in a coin operated locker until he returns,8
12_206_4,Go through security and see what happens.,5
12_207_4,Try to plan what to say to security to get out of any trouble. ,1
12_208_4,Make the responsible people know what he has ,1
12_105_5,HAVE IT TAKEN AWAY,15
12_106_5,pretend he did not know,13
12_107_5,explain the situation to security,1
12_108_5,call mom,7
12_109_5,Trash it in the garbage can,2
12_110_5,Not board the plane because he doesn't want to leave the knife.,10
12_111_5,give it away,15
12_112_5,Conceal it as best as possible in his bag,11
12_113_5,take it home,12
12_114_5,Leave the airport,10
12_115_5,Be extremely angry and take it out on other people.,16
12_116_5,Travel by car instead,0
12_117_5,Go home with the knife.,12
12_118_5,Nothing.,5
12_119_5,go to the bathroom and throw the knife away.,2
12_120_5,Throw his knife away / let security confiscate it,2
12_121_5,call uber to take it home,7
12_122_5,explain to security and await further instrustions,1
12_123_5,Go back to luggage check in and see if he can still check his knife in his checked luggage.,4
12_124_5,"He could do nothing, and take his chances with security.",5
12_125_5,He can turn around and go home instead,12
12_126_5,Leave it in the bathroom,2
12_127_5,try to see if he can put it in his luggage,4
12_128_5,Change his flight,6
12_129_5,Throw it in the garbage can.,2
12_130_5,Carl could leave the airport,10
12_131_5,Go home and store the knife,12
12_132_5,Leave the knife behind and buy a new one later,14
12_133_5,pretend you dont have it,13
12_134_5,Try and change flights so he can take the knife home ,6
12_136_5,He can refuse to go through the line,10
12_137_5,Ask the airline his options.,1
12_138_5,He could offer it to someone else walking through the airport.,17
12_139_5,Take a hostage using the knife to get on the flight,16
12_140_5,explain,1
12_141_5,Carl could change or delay his flight while he looks for a solution for his knife,6
12_142_5,Step out of line and pay to check his carry on bag with the airline. ,4
12_143_5,he can get out of line and take it home.,12
12_144_5,Keep it in the car,9
12_145_5,mail it home,3
12_146_5,nothing and tell security a lie that he does not know how it got there,5
12_147_5,Give it to a stranger,17
12_148_5,Leave and go home,12
12_149_5,put it in a locker,8
12_150_5,ignore it till you get back,5
12_152_5,give it to somebody to hold,17
12_154_5,get a loxker for the knife,8
12_155_5,Try to sneak it through security,11
12_156_5,Place the knife in the next person's bag,17
12_157_5,"get out of line, call someone to pick it up",7
12_158_5,relax,5
12_159_5,Put knife in car,9
12_160_5,Don't say anything and hope it will not get noticed.,5
12_161_5,Find his main suitcase so he can store his knife,4
12_162_5,Go through the security anyway,5
12_163_5,Play stupid,13
12_164_5,Not go to Chicago at all.,12
12_165_5,throw away the knife,2
12_166_5,leave it in the bathroom,2
12_167_5,go back home to drop it off,12
12_168_5,Try to sneak thought with knife.,11
12_169_5,leave his bag on the ground,2
12_170_5,Call security,1
12_171_5,tell them,1
12_172_5,Carl could leave the line immediately and go put the knife in his car or back at his house.,9
12_173_5,try to get through with it,5
12_174_5,"Turn bright red and freeze in place, not knowing what to do next.",5
12_175_5,Alert security right before his belongings are scanned,1
12_176_5,take it out and hand it to someone in charge,15
12_177_5,Ask airport staff to send the knife with the next flight.,4
12_178_5,take his chances,5
12_179_5,ignore it and see if he can get through with it.,5
12_180_5,Try to sneak it past security.,11
12_181_5,Ask an agent what to do with it,1
12_182_5,Carl can just go through security and hope no one notices his knife.,5
12_183_5,try to hide it in his other luggage,11
12_184_5,Throw the knife away before it is scanned.,2
12_185_5,rebook his flight for later,6
12_186_5,Pretend like he forgot it is in his carryon bag.,13
12_187_5,Call someone to pick it up,7
12_188_5,Sneak the knife through security. (sarcastic),11
12_190_5,Carl could call a friend to come meet him at the airport and give the knife to the friend,7
12_191_5,"Find a post office in the airport, or nearby, and mail the knife to his house, so he can retrieve it when he returns home",3
12_192_5,Leave the knife in his luggage and hopes security doesn't notice it.,5
12_193_5,not take bag,2
12_194_5,He could schedule his flight for a different time,6
12_195_5,try to sneak through secuirty,11
12_196_5,recycle it,2
12_197_5,Carl could stick the knife in someone else's bag,17
12_198_5,Try to run past security ,5
12_199_5,Try to sell the knife to someone at the airport.,0
12_200_5,He could check his bag.,4
12_201_5,Try and check the knife at a baggage claim.,4
12_202_5,move the knife to a bag that is going into storage,8
12_203_5,switch the knife to his luggage he will check,4
12_204_5,Do nothing and wait to see if it goes through undetected,5
12_205_5,Do nothing and see if security notices the knife,5
12_206_5,Discard the knife in a nearby garbage can.,2
12_207_5,Throw it in the garbage can. ,2
12_208_5,surrender,15
13_209_1,call the taxi company,1
13_210_1,pass out from panic,15
13_211_1,Call the taxi,1
13_212_1,Tell the groom about the problem,2
13_213_1,He could call the taxi company,1
13_214_1,Pretend to faint,8
13_215_1,call the taxi company,1
13_216_1,Say he forgot the ring at home,6
13_217_1,Call the Taxi company to see if the ring has been turned in.,1
13_218_1,tell the bride,2
13_219_1,Tell the bride and groom immediately,2
13_220_1,Get in touch with the taxi company,1
13_221_1,call the taxi to find the ring,1
13_222_1,Stop the wedding,4
13_223_1,Explain to his sister about what happened.,2
13_224_1,Lie about where the ring is at,6
13_225_1,call the taxi cab,1
13_226_1,Whisper to a groomsman to fetch it. ,2
13_227_1,Tell someone,11
13_228_1,He should quickly go and check if the taxi has left.,14
13_230_1,Daniel could call the taxi company and see if they can help him locate the ring.,1
13_231_1,He can distract the people,4
13_232_1,He can call the taxi company,1
13_233_1,He could call the taxi company,1
13_234_1,Tell his sister,2
13_235_1,He could call the taxi company to see if they found the ring.,1
13_236_1,Call the taxi company,1
13_237_1,find the taxi,14
13_238_1,Tell a friend to call taxi company,1
13_239_1,Call the taxi,1
13_240_1,Call the taxi company to see if they can locate the driver.,1
13_241_1,Stop the wedding and go get a replacement.,4
13_242_1,Buy a new ring.,5
13_243_1,Speak to the clergy and try to explain.,7
13_244_1,Quietly borrow somebody else's ring but tell/signal the groom.,2
13_245_1,should call the taxi,1
13_246_1,call the taxi company,1
13_247_1,use someone else's ring,3
13_249_1,Daniel can quickly borrow a rink from anyone nearby,3
13_250_1,Apologize to them right away,2
13_251_1,call taxi service,1
13_252_1,Call the taxi company,1
13_253_1,Call the taxi,1
13_254_1,Pretend to not know where the ring is.,12
13_255_1,alert his sister,2
13_256_1,go get the ring quickly,10
13_257_1,Be honest and tell everyone,2
13_258_1,Tell his sister immediately,2
13_259_1,Call the taxi company to find the ring,1
13_260_1,call the taxi company,1
13_261_1,Pull his sister aside and tell her what happened,2
13_262_1,leave and call the cab company,1
13_263_1,Tell his sister about the problem and see if she can delay the wedding until he gets the ring,2
13_264_1,Call the cab company,1
13_265_1,call the taxi company,1
13_266_1,Quickly leave and call the taxi driver.,1
13_267_1,He could explain the situation quietly,2
13_268_1,Sneak out and call taxi cab dispatcher,1
13_269_1,Call the taxi company,1
13_270_1,Get a fake temporary ring.,9
13_271_1,tell his sister,2
13_272_1,Call the taxi commission hotline and ask them to locate the cab,1
13_273_1,cry,15
13_274_1,call taxi service,1
13_275_1,find another ring,3
13_276_1,call the taxi to have them come back,1
13_277_1,he should put himself together,17
13_278_1,Quietly borrow a ring from someone,3
13_279_1,Inform everyone that the ring is missing and do nothing.,2
13_280_1,Daniel could call the taxi service to see if they have the ring.,1
13_281_1,Tell his sister he left the ring in the taxi. ,2
13_282_1,Run away,13
13_283_1,Immediately let the couple know what happened,2
13_284_1,Tell the truth,2
13_285_1,Leave the wedding to try and find the ring.,10
13_286_1,Call the taxi company.,1
13_287_1,Pretend to give the rings despite them not being there,12
13_288_1,inform his sister,2
13_289_1,Slip out the door when no one is looking so he doesn't have to deal with the situation.,13
13_290_1,stall,4
13_291_1,Call the taxi and try to find it ,1
13_292_1,Call the taxi service.,1
13_293_1,Call the taxi driver,1
13_294_1,Call the taxi company,1
13_295_1,Panic,15
13_296_1,Call the taxi company immediately.,1
13_297_1,tell his sister,2
13_298_1,Find a replacement,9
13_299_1,have someone contact the cab company,1
13_300_1,explain the situation,2
13_301_1,stall the wedding,4
13_302_1,Inform the officiating minister,7
13_303_1,Daniel could wait to explain it to everyone when his turn is up.,2
13_304_1,tell the bride and groom and go buy other,5
13_305_1,Call the taxi company to retrieve from driver.,1
13_306_1,call the taxi company,1
13_307_1,stop the wedding,4
13_308_1,Make a fake ring ,9
13_309_1,Step out to call the taxi driver,1
13_310_1,Tell one of his parents he doesn't have the ring,11
13_311_1,"tell them what happened and keep going, will get it later",2
13_209_2,tell his sister,2
13_210_2,punch the bride and run as a distraction,13
13_211_2,run after the taxi,14
13_212_2,Borrow a ring from someone else,3
13_213_2,He could sneak out of the ceremony and try to locate the taxi,14
13_214_2,Admit he lost it,2
13_215_2,tell the groom,2
13_216_2,Stall the wedding,4
13_217_2,Explain to his sister about the ring.,2
13_218_2,tell the groom,2
13_219_2,Look other places it could be,10
13_220_2,Stop the ceremony,4
13_221_2,borrow someone else's ring,3
13_222_2,Leave without telling anyone,13
13_223_2,Call the taxi service.,1
13_224_2,Admit he lost it,2
